Distributor_code,Store_code,lattitude,longitude
3703,11580,29.51499131,78.10567135
3703,11585,29.51420842,78.10690773
3703,11590,29.53887296,78.11937252
3703,11595,28.53845044,77.11931938
3703,11600,28.54190316,77.13018111
3703,11605,29.5494726,78.12973006
3703,11610,28.54946921,77.12975737
3703,11615,28.533585,77.132735
3703,11616,28.53840749,77.14263344
3703,11617,29.53125306,78.14653097
3703,4732,28.51236535,77.11126922
3703,5303,28.51446114,77.10734185
3703,5284,29.56168302,78.17200206
3703,2750,29.54150832,78.18746993
3703,4721,29.56308541,78.2140464
3703,4733,28.51346169,77.10836973
3703,2725,28.55685,77.17334166
3703,60685,29.5312054,78.2090913
3703,P4194,29.53402807,78.20923227
3703,60679,28.5304701,77.2115227
3703,P4383,29.53715356,78.21217892
3703,60696,28.53975419,77.20581581
3703,P4497,29.5358999,78.2121726
3703,1071,29.5361699,78.2124431
3703,P4521,28.54097,77.21910166
3703,P4530,28.5314569,77.2106626
3703,P4554,28.53693563,77.21235796
3703,P4560,28.5295718,77.2097062
3703,P4614,28.5365156,77.2136133
3703,P4887,28.55883166,77.22709666
3703,P4947,28.5509855,77.2078465
3703,202_1,28.539247,77.2229676
3703,P5406,29.5505176,78.2066385
3703,P5707,29.5731077,78.1584141
3703,P5782,28.53466821,77.21853682
3703,P5818,28.5201748,77.1715619
3703,P5827,29.5429269,78.1853821
3703,P5839,28.53337411,77.22067217
3703,P5848,29.53291442,78.21476848
3703,P5857,28.5777553,77.20250882
3703,P5912,29.5342719,78.2191127
3703,P5915,28.58428537,77.17877805
3703,P5924,28.5270895,77.1543643
3703,P5938,28.54272064,77.12260296
3703,P5998,28.5484928,77.1815962
3703,P6004,29.54272186,78.18601465
3703,P6007,28.55511833,77.17471333
3703,P6016,28.5481497,77.1816284
3703,P6031,29.54775566,78.21441414
3703,P6033,29.5625893,78.2149127
3703,P6035,29.562993,78.2142781
3703,P6052,29.5604668,78.2097507
3703,P6088,28.53196662,77.21660245
3703,P6126,28.51946149,77.16597567
3703,P6158,29.5485495,78.21357
3703,P6218,29.53324445,78.22127683
3703,P6221,29.5603589,78.2000661
3703,P6281,28.5192184,77.1670375
3703,P6282,29.5294255,78.2098726
3703,60305,28.5743909,77.2100128
3703,60329,28.5639036,77.2198465
3703,P1559,28.55974801,77.2102205
3703,3AN07,28.55972701,77.20070625
3703,3AN60,28.5612144,77.1974898
3703,3AN79,28.5627546,77.1937236
3703,KHV25,29.5352675,78.2167052
3703,KHV42,28.56522523,77.16361973
3703,3KS17,28.5421662,77.1854042
3703,3KS31,29.5347965,78.2158275
3703,3MP29,28.54564307,77.12315644
3703,3MP33,29.5437173,78.1250292
3703,3MP61,29.54530751,78.1227467
3703,3MP68,29.5454258,78.12959616
3703,MUM39,29.5200924,78.1680982
3703,MUV13,29.5565213,78.1724213
3703,3NR25,28.5615033,77.19740035
3703,3PL39,29.5392069,78.1183391
3703,3RK26,28.5744205,77.1759954
3703,3RK93,28.5619595,77.1935058
3703,SJE29,29.54170438,78.18734117
3703,SJE30,29.5626169,78.2138843
3703,SJE75,29.5611849,78.1975605
3703,VK038,28.53101758,77.14694417
3703,3VK08,28.5613306,77.1973332
3703,3YP12,29.51981173,78.17127645
3703,3YP21,28.5565573,77.1715276
3703,P6726,29.5465392,78.1966383
3703,P6729,29.5465273,78.1967025
3703,P6738,29.55717853,78.17316529
3703,P6756,28.5329066,77.2144853
3703,P6760,29.55643444,78.17299112
3703,P6772,29.5196919,78.1717074
3703,P6782,28.56236636,77.19393789
3703,P6791,28.5342577,77.2209355
3703,P6794,28.556811,77.1717024
3703,P6818,29.54349045,78.12420894
3703,3AN32,28.56317,77.21421166
3703,3VK27,28.52674133,77.15288946
3703,3LD32,28.5255048,77.1919701
3703,MNO13,28.5618734,77.1964637
3703,P8018,28.5744087,77.1759154
3703,P8022,28.51824354,77.15818416
3703,P8030,28.5563002,77.1738591
3703,P8089,28.5653479,77.1863269
3703,P8096,28.5317265,77.2160279
3703,P8108,29.5864692,78.1701037
3703,P8132,28.5333176,77.2164752
3703,P8144,28.541478,77.1868828
3703,P8148,28.53619868,77.21221191
3703,P8152,28.5416736,77.187457
3703,P8156,28.566034,77.185678
3703,P8168,28.5591507,77.2277529
3703,P8172,29.5495023,78.1811709
3703,P8196,29.54714,78.21548833
3703,P8200,28.5333123,77.1520394
3703,P8216,28.5800383,77.1704395
3703,P8224,29.5377997,78.21555382
3703,P8248,29.55947475,78.18588051
3703,P8252,28.54528283,77.19736649
3703,P8276,28.5369636,77.2123935
3703,P8284,28.57455592,77.20993418
3703,P8292,28.5616235,77.2068456
3703,P8316,29.54076385,78.18615412
3703,P8336,28.57453823,77.21000432
3703,P8344,28.56461068,77.17389766
3703,P8364,29.5314556,78.2101416
3703,P8368,28.56327666,77.22907333
3703,P8412,28.5853489,77.1700094
3703,P8470,28.5556781,77.175012
3703,P8498,29.56288182,78.19124619
3703,P8507,28.5555981,77.1702647
3703,P8512,28.5376641,77.1982817
3703,P8516,28.5289481,77.2086683
3703,P8524,28.5306629,77.2143876
3703,P8528,28.51925293,77.1692811
3703,P8532,29.56988925,78.19442207
3703,P8536,28.56160199,77.19452834
4441,P1192,14.14609833,79.85331833
4441,P1276,15.20646333,80.873395
4441,7053,15.1457631,80.8533829
4441,51890,15.147555,80.8522838
4441,2P176,15.20175166,80.53505
4441,5258,14.146136,79.8522754
I43A,9P110,14.37746059,75.72074806
I43A,9P625,13.6275318,74.6908619
I43A,9P286,13.35690673,74.71461759
I43A,9P119,13.37778768,74.70090421
I43A,29P37,14.34864,75.7821659
I43A,9P556,13.3425079,74.7490897
I43A,9P607,14.2306043,75.7466509
I43A,7P215,14.37308265,75.70187602
I43A,7P218,14.3462043,75.75855
I43A,7P219,13.35610798,74.79468164
I43A,7P220,14.357142,75.7838419
I43A,7P223,14.37740288,75.72085963
I43A,7P224,14.63637563,75.68551499
I43A,7P225,14.62336014,75.6906145
I43A,7P226,13.62368725,74.69045889
I43A,7P228,13.6242386,74.6915659
I43A,7P229,13.35162831,74.79267141
I43A,7P230,14.35463595,75.78956667
I43A,7P232,14.34799581,75.69613863
I43A,7P237,13.18842113,74.75414545
I43A,7P239,13.3777429,74.7009127
I43A,7P240,13.30766745,74.72585943
I43A,7P241,13.34687902,74.73492438
I43A,7P244,14.34345286,75.75024966
I43A,7P245,14.3434096,75.7482805
I43A,7P250,14.3777119,75.7008556
I43A,7P253,14.3443816,75.7906466
I43A,7P255,13.3774491,74.7208142
I43A,7P260,14.31989808,75.77210566
I43A,7P262,14.3140991,75.74053665
I43A,7P264,14.3545779,75.7931491
I43A,P2756,14.33019202,75.74831262
I43A,P2757,13.3131362,74.7385004
I43A,P2759,14.3473099,75.7934064
I43A,P2760,14.3552202,75.7954664
I43A,P2767,14.35630021,75.75039086
I43A,P2771,13.3471817,74.7841137
I43A,P2772,14.34446237,75.74152127
I43A,P2775,14.33344805,75.75752919
I43A,P2777,13.3406823,74.7816798
I43A,P2778,13.59328037,74.69600869
I43A,P2782,13.3581911,74.784654
I43A,P2785,13.35655933,74.75499539
I43A,P2792,13.34574942,74.76497772
I43A,P2937,13.3548429,74.7842528
I43A,P2938,13.3482322,74.7768975
I43A,P2940,14.3554093,75.7968608
I43A,P2941,13.33866713,74.78952351
I43A,P2942,13.36844294,74.74746524
I43A,P2943,14.36205731,75.70723014
I43A,P2944,14.34871723,75.75132078
I43A,P2947,14.34764879,75.71683734
I43A,P2952,13.32969891,74.72510347
I43A,P2961,14.37056015,75.70220487
I43A,7P320,14.38530064,75.73807832
I43A,7P321,14.3455904,75.7565288
I43A,7P322,13.16354289,74.76257753
I43A,7P330,13.2311717,74.7471769
I43A,7P336,14.3461989,75.7608522
I43A,7P337,13.3249272,74.8035589
I43A,9P287,13.37743833,74.72078218
I43A,9P266,13.377698,74.70087801
I43A,9P325,13.37748418,74.72081009
I43A,9P321,13.15910299,74.76355096
I43A,9P329,13.0635448,74.8467405
I43A,6P217,14.3468441,75.7347205
I43A,6P221,14.3774675,75.72076307
I43A,9P218,13.13729347,74.7709892
I43A,9P340,14.0635742,75.8468223
I43A,9P528,14.3774794,75.72081302
I43A,9P615,13.37746172,74.72080414
I43A,9P616,14.6357619,75.6897106
I43A,9P617,14.33682336,75.74923019
I43A,9P618,13.3450881,74.7513069
I43A,9P619,13.3525582,74.7887772
I43A,9P624,14.62271951,75.69091184
3703,23861,29.5396358,78.2271912
3703,23866,29.5473253,78.212988
3703,23881,28.54727666,77.12949666
3703,23891,29.54725166,78.128425
3703,23921,29.54668681,78.1276181
3703,23926,28.54675478,77.1276867
3703,23931,28.54727833,77.12983333
3703,23956,29.53288666,78.21374999
3703,23966,28.5467524,77.1277437
3703,23985,29.53649697,78.2265483
3703,23990,29.5394657,78.2195655
3703,23995,29.5473484,78.2136509
3703,24005,28.5381145,77.208719
3703,24015,29.5418953,78.2034982
3703,24020,29.5366565,78.2283526
3703,24025,29.54789218,78.21236696
3703,24030,28.5486752,77.2144492
3703,24035,28.57308778,77.19380496
3703,24040,29.5731154,78.1938233
3703,24045,28.5379048,77.2073102
3703,24060,29.5488181,78.1811259
3703,24065,28.5784967,77.2013284
3703,24070,29.5388063,78.2278963
3703,24075,28.5363424,77.22761
3703,24080,29.5599042,78.1767263
